Country,WorkExp,EdLevel,DevType,RemoteWork,Age,OrgSize,LanguageHaveWorkedWith,ConvertedCompYearly
United States of America,8.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",Remote,25-34 years old,100 to 499 employees,JavaScript;Ruby,170000.0
Australia,10.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,Less than 20 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,91013.0
United States of America,27.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Senior executive (C-suite, VP, etc.)",In-person,45-54 years old,500 to 999 employees,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,190000.0
Switzerland,8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,20 to 99 employees,HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,148791.0
Australia,2.0,Other (please specify):,Support engineer or analyst,"Your choice (very flexible, you can come in when you want or just as needed)",18-24 years old,100 to 499 employees,Bash/Shell (all shells);Dart;Go;Java;Kotlin;Rust;SQL,40956.0
United States of America,20.0,Some college/university study without earning a degree,"Developer, full-stack",Remote,45-54 years old,100 to 499 employees,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,177000.0
United States of America,21.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications","Hybrid (some remote, leans heavy to in-person)",35-44 years old,"10,000 or more employees",Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,218000.0
United States of America,24.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,Remote,45-54 years old,"10,000 or more employees",Bash/Shell (all shells);C++;Python;Scala;SQL,255000.0
United States of America,9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",25-34 years old,20 to 99 employees,Erlang;Go;Lua;Rust;SQL;TypeScript;Gleam,110000.0
Australia,27.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,In-person,55-64 years old,500 to 999 employees,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;VBA,70938.0
United States of America,12.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Remote,25-34 years old,20 to 99 employees,Elixir;HTML/CSS;JavaScript;SQL;TypeScript,170000.0
United States of America,20.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Senior executive (C-suite, VP, etc.)",Remote,35-44 years old,20 to 99 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,180000.0
Slovakia,7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Remote,25-34 years old,"10,000 or more employees",HTML/CSS;Java;JavaScript;Python;SQL,41765.0
Australia,2.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,"Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,"10,000 or more employees",Bash/Shell (all shells);C;C#;C++;PowerShell;Python,15602.0
United States of America,7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,"10,000 or more employees",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,213000.0
United States of America,2.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",In-person,18-24 years old,"10,000 or more employees",C#;HTML/CSS;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,200000.0
United States of America,20.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Remote,45-54 years old,100 to 499 employees,Bash/Shell (all shells);C#;Elixir;JavaScript;Ruby;SQL,130000.0
India,6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end",Remote,25-34 years old,500 to 999 employees,JavaScript;TypeScript,25573.0
Australia,26.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps engineer or professional,"Hybrid (some remote, leans heavy to in-person)",45-54 years old,500 to 999 employees,Python,97514.0
Canada,16.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, desktop or enterprise applications","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,"10,000 or more employees",Java;JavaScript;Kotlin;SQL,72958.0
United States of America,1.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",18-24 years old,20 to 99 employees,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;Python;Rust;TypeScript,160000.0
United States of America,25.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",45-54 years old,"10,000 or more employees",Bash/Shell (all shells);C++;Go;Java;Kotlin;Python;SQL,300000.0
United States of America,12.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,Remote,25-34 years old,"5,000 to 9,999 employees",Bash/Shell (all shells);COBOL;PowerShell;Python;SQL,87000.0
United States of America,9.0,"Associate degree (A.A., A.S., etc.)","Developer, full-stack",Remote,35-44 years old,100 to 499 employees,Bash/Shell (all shells);Elixir;Erlang;Go;JavaScript;Lua;SQL;TypeScript,185000.0
Australia,36.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Founder, technology or otherwise","Your choice (very flexible, you can come in when you want or just as needed)",45-54 years old,20 to 99 employees,Bash/Shell (all shells);C#;Elixir;Erlang;Java;Perl;Python;SQL,117017.0
United States of America,11.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,"10,000 or more employees",Bash/Shell (all shells);HTML/CSS;Java;Python,200000.0
Hong Kong (S.A.R.),5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",In-person,25-34 years old,500 to 999 employees,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;VBA,74251.0
Czech Republic,10.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",DevOps engineer or professional,"Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,100 to 499 employees,Bash/Shell (all shells);C#;JavaScript;PowerShell;SQL;TypeScript,67400.0
United States of America,30.0,Some college/university study without earning a degree,"Developer, full-stack",In-person,45-54 years old,"10,000 or more employees",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;MicroPython;Python;Ruby;SQL;VBA,80000.0
India,16.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Architect, software or solutions","Hybrid (some remote, leans heavy to in-person)",35-44 years old,"10,000 or more employees",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,55795.0
United States of America,10.0,Some college/university study without earning a degree,Cloud infrastructure engineer,In-person,25-34 years old,"10,000 or more employees",Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Lua;Python;Ruby;TypeScript,380000.0
Spain,22.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Senior executive (C-suite, VP, etc.)",Remote,35-44 years old,Less than 20 employees,Elixir;HTML/CSS;JavaScript;Lua;Ruby;SQL;TypeScript,34804.0
United States of America,5.0,Some college/university study without earning a degree,"Developer, desktop or enterprise applications","Hybrid (some remote, leans heavy to in-person)",25-34 years old,20 to 99 employees,Assembly;Bash/Shell (all shells);C;C#;C++;Java;Kotlin;PowerShell;Python;Rust;SQL;Visual Basic (.Net),60000.0
United States of America,20.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Other (please specify):,Remote,35-44 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,195000.0
Canada,21.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Academic researcher,"Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,Less than 20 employees,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Lua;MicroPython;OCaml;Python;Rust;SQL;TypeScript;Zig,20428.0
Republic of Moldova,8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",25-34 years old,500 to 999 employees,Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Python;SQL,41058.0
United States of America,31.0,Some college/university study without earning a degree,"Developer, mobile",Remote,55-64 years old,100 to 499 employees,Bash/Shell (all shells);Go;Kotlin;Swift,152000.0
Brazil,12.0,Primary/elementary school,"Developer, full-stack",Remote,25-34 years old,"Just me - I am a freelancer, sole proprietor, etc.",HTML/CSS;JavaScript;Python;TypeScript,15291.0
India,7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Hybrid (some remote, leans heavy to in-person)",25-34 years old,"1,000 to 4,999 employees",JavaScript,46496.0
United States of America,3.0,Some college/university study without earning a degree,Project manager,In-person,25-34 years old,Less than 20 employees,HTML/CSS;JavaScript;PHP;PowerShell,72000.0
India,5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Remote,25-34 years old,20 to 99 employees,C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin,20923.0
India,2.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,In-person,18-24 years old,"10,000 or more employees",Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,8137.0
Ukraine,4.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",Remote,25-34 years old,20 to 99 employees,Go;Python;SQL,40000.0
Australia,20.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Applied scientist,Remote,35-44 years old,100 to 499 employees,Assembly;C,125196.0
Canada,11.0,"Associate degree (A.A., A.S., etc.)","Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",25-34 years old,"10,000 or more employees",Bash/Shell (all shells);C#;C++;Groovy;HTML/CSS;JavaScript;Kotlin;Lua;PowerShell;Python;SQL;TypeScript,116733.0
Norway,11.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Hybrid (some remote, leans heavy to in-person)",35-44 years old,"1,000 to 4,999 employees",C;C#;C++;JavaScript;Python;Rust;SQL,108710.0
Australia,30.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",Remote,45-54 years old,20 to 99 employees,C;C#;C++;Java,81912.0
United States of America,9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",25-34 years old,100 to 499 employees,Elixir;HTML/CSS;JavaScript;SQL;TypeScript,165000.0
India,4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",In-person,25-34 years old,20 to 99 employees,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,6974.0
India,2.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",AI/ML engineer,"Hybrid (some in-person, leans heavy to flexibility)",18-24 years old,"10,000 or more employees",Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;SQL,22086.0
Ukraine,1.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",25-34 years old,"10,000 or more employees",C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),8628.0
Thailand,9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,100 to 499 employees,C#;GDScript;Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,21416.0
South Africa,18.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",In-person,35-44 years old,100 to 499 employees,HTML/CSS;JavaScript;PHP;SQL,101482.0
Germany,4.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, game or graphics","Hybrid (some remote, leans heavy to in-person)",35-44 years old,100 to 499 employees,Bash/Shell (all shells);C;C#;C++;JavaScript,75410.0
Romania,18.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,20 to 99 employees,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,81210.0
United States of America,18.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):,"Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,"10,000 or more employees",Assembly;Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA;Visual Basic (.Net),140000.0
Spain,20.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,"1,000 to 4,999 employees",C#;HTML/CSS;JavaScript;PowerShell;TypeScript;Visual Basic (.Net),62648.0
India,10.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Remote,25-34 years old,Less than 20 employees,Dart;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;Swift;TypeScript,46496.0
France,2.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",AI/ML engineer,In-person,25-34 years old,20 to 99 employees,C;C++;Dart;Python,69609.0
Germany,8.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, desktop or enterprise applications","Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,"5,000 to 9,999 employees",C#;HTML/CSS;PowerShell,88171.0
India,8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",In-person,25-34 years old,20 to 99 employees,Go;JavaScript;Python;SQL,39521.0
Switzerland,25.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",DevOps engineer or professional,"Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,"10,000 or more employees",Bash/Shell (all shells);Java;Python;SQL,400497.0
United States of America,6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps engineer or professional,"Hybrid (some remote, leans heavy to in-person)",25-34 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);C#;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;SQL;TypeScript;Visual Basic (.Net),134000.0
United States of America,6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications",Remote,25-34 years old,"1,000 to 4,999 employees",C++;Swift,250000.0
Poland,15.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,"10,000 or more employees",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,65496.0
France,38.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, desktop or enterprise applications","Hybrid (some in-person, leans heavy to flexibility)",55-64 years old,"10,000 or more employees",Bash/Shell (all shells);HTML/CSS;Java;SQL,63808.0
Turkey,13.0,Some college/university study without earning a degree,DevOps engineer or professional,"Hybrid (some remote, leans heavy to in-person)",35-44 years old,500 to 999 employees,C#;Go;PHP,55545.0
Israel,8.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist,"Hybrid (some remote, leans heavy to in-person)",35-44 years old,"10,000 or more employees",Python;R,205900.0
Israel,4.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",18-24 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);Java;Python;SQL,200605.0
Germany,8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,100 to 499 employees,Bash/Shell (all shells);Go;JavaScript;Python;SQL;TypeScript,92812.0
Australia,4.0,Other (please specify):,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",25-34 years old,100 to 499 employees,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript;Visual Basic (.Net),45507.0
New Zealand,13.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):,"Hybrid (some remote, leans heavy to in-person)",25-34 years old,100 to 499 employees,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,81318.0
Germany,14.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Architect, software or solutions","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,500 to 999 employees,Bash/Shell (all shells);C++;HTML/CSS;Java;PowerShell,110214.0
Kyrgyzstan,8.0,Some college/university study without earning a degree,"Developer, desktop or enterprise applications",In-person,25-34 years old,Less than 20 employees,Bash/Shell (all shells);C++;Delphi;HTML/CSS;JavaScript;Kotlin;SQL,9626.0
